itemcode,etfTabCode,itemname,nowVal,risefall,changeVal,changeRate,nav,threeMonthEarnRate,quant,amonut,marketSum
271050,5,KODEX WTI원유선물인버스(H),4435,5,-45,-1.0,4431.0,-9.9498,180337,800,477
440640,6,ACE 단기채권알파액티브,103310,2,5,0.0,103315.0,0.7509,483,49,475
101280,4,KODEX 일본TOPIX100,17655,5,-45,-0.25,17655.0,3.1168,2359,41,470
360140,2,KODEX 200롱코스닥150숏선물,8040,2,60,0.75,8039.0,-11.8233,10348,82,466
387270,4,TIGER 글로벌BBIG액티브,11745,2,5,0.04,11797.0,15.098,6326,74,463
417630,2,TIGER KEDI혁신기업ESG30,10990,5,-60,-0.54,10990.0,9.7318,3530,38,462
363510,6,SOL KIS단기통안채,104160,2,15,0.01,104139.0,0.7205,1,0,456
276970,4,KODEX 미국S&P500배당귀족커버드콜(합성 H),9205,5,-35,-0.38,9293.0,1.0498,3800,34,451
371470,4,TIGER 차이나바이오테크SOLACTIVE,6435,2,5,0.08,6465.0,-15.3948,1867,12,450
256440,4,ACE 인도네시아MSCI(합성),10695,3,0,0.0,10695.0,-7.242,4631,49,449
122260,6,KOSEF 통안채1년,103495,3,0,0.0,103500.0,0.6173,6,0,445
152870,1,파워 200,35240,5,-230,-0.65,35291.0,7.6642,12,0,441
123320,3,TIGER 레버리지,17415,5,-235,-1.33,17424.0,15.5861,130825,2278,435
458250,6,TIGER 미국채30년스트립액티브(합성 H),49225,5,-1070,-2.13,49088.0,,27582,1355,431
441640,4,KODEX 미국배당프리미엄액티브,10020,2,25,0.25,10057.0,-0.8531,68718,688,431
238720,4,ACE 일본Nikkei225(H),22630,5,-205,-0.9,22629.0,16.0315,3605,81,430
123310,3,TIGER 인버스,4915,2,30,0.61,4914.0,-6.6858,136861,672,428
102970,2,KODEX 증권,6075,5,-30,-0.49,6089.0,3.5623,34698,210,416
099140,4,KODEX 차이나H,16270,5,-140,-0.85,16563.0,-0.4188,523,8,415
365000,2,TIGER KRX인터넷K-뉴딜,3975,5,-90,-2.21,3977.0,1.4981,174756,701,409
411540,1,SOL 200 Top10,9250,5,-115,-1.23,9252.0,11.0254,1454,13,407
359210,1,KODEX 코스피TR,12920,5,-10,-0.08,12897.0,6.8153,484,6,401
456880,7,ACE 미국달러SOFR금리(합성),9860,2,40,0.41,9859.0,-3.0603,7544,74,396
445150,2,KODEX K-친환경선박액티브,12680,5,-100,-0.78,12690.0,25.8493,25425,323,393
404260,2,KODEX KRX기후변화솔루션,13970,5,-115,-0.82,13979.0,15.4981,11618,162,391
458030,6,WOORI 단기국공채액티브,50360,3,0,0.0,50361.0,,0,0,384
395750,2,ARIRANG ESG가치주액티브,8340,5,-45,-0.54,8364.0,7.2936,5532,46,384
387280,2,TIGER 퓨처모빌리티액티브,11270,5,-100,-0.88,11257.0,9.5375,1967,22,382
304780,3,HANARO 200선물레버리지,19765,5,-270,-1.35,19803.0,15.4089,140,2,376
227540,2,TIGER 200 헬스케어,17020,5,-20,-0.12,17049.0,2.6815,24442,415,374
418660,4,TIGER 미국나스닥100레버리지(합성),12435,2,5,0.04,12496.0,28.6083,34942,433,367
203780,4,TIGER 미국나스닥바이오,19415,5,-115,-0.59,19465.0,-4.2648,2604,50,365
415340,4,KODEX 차이나과창판STAR50(합성),7150,2,10,0.14,7234.0,-16.1972,210,1,365
394350,4,KOSEF 릭소글로벌퓨처모빌리티MSCI,10935,5,-165,-1.49,11005.0,21.3114,2923,32,361
449190,4,KODEX 미국나스닥100(H),12790,5,-55,-0.43,12813.0,19.0233,52969,675,352
200030,4,KODEX 미국S&P500산업재(합성),24830,2,150,0.61,24867.0,6.8629,3914,96,347
453820,4,KODEX 인도Nifty50레버리지(합성),11555,2,120,1.05,11571.0,7.0692,1212,13,347
138230,7,KOSEF 미국달러선물,14080,2,70,0.5,14076.0,-2.9107,210,2,346
261270,7,KODEX 미국달러선물인버스,8820,5,-30,-0.34,8827.0,4.0564,10567,93,345
272910,6,ACE 중장기국공채액티브,98095,2,30,0.03,97989.0,-0.3405,1,0,342
332500,1,ACE 200TR,22330,5,-145,-0.65,22350.0,7.742,185,4,335
434960,1,대신343 K200,35205,5,-185,-0.52,35235.0,7.6501,18412,646,334
300640,2,KBSTAR 게임테마,9445,2,80,0.85,9440.0,-13.4873,2610,24,326
400570,4,KODEX 유럽탄소배출권선물ICE(H),13075,5,-305,-2.28,13115.0,0.1122,69289,905,326
117700,2,KODEX 건설,3955,2,15,0.38,3970.0,12.8939,39308,155,324
319640,4,TIGER 골드선물(H),13430,5,-80,-0.59,13437.0,-2.5253,23111,310,322
256750,4,KODEX 차이나심천ChiNext(합성),9300,2,50,0.54,9429.0,-12.1558,380,3,322
243880,2,TIGER 200IT레버리지,42675,5,-340,-0.79,42705.0,19.0397,2667,113,320
337160,2,KODEX 200ESG,12745,5,-40,-0.31,12750.0,8.3015,39,0,319
261250,7,KODEX 미국달러선물레버리지,12165,2,110,0.91,12177.0,-4.7413,33467,406,316
308620,6,KODEX 미국채10년선물,10900,3,0,0.0,10894.0,-6.7181,9259,100,316
292190,1,KODEX KRX300,16620,5,-85,-0.51,16634.0,8.8273,1134,18,316
452250,6,ACE 미국30년국채선물레버리지(합성 H),7865,5,-230,-2.84,7857.0,-12.0587,113936,895,315
248270,4,TIGER S&P글로벌헬스케어(합성),19950,5,-45,-0.23,20025.0,-2.819,152,3,307
332620,6,ARIRANG 미국장기우량회사채,84605,5,-505,-0.59,84491.0,-6.2562,5625,477,305
250780,3,TIGER 코스닥150선물인버스,3535,2,40,1.14,3539.0,-16.8847,699715,2467,300
391600,4,ACE 미국친환경그린테마INDXX,10840,5,-60,-0.55,10859.0,10.268,671,7,293
429000,4,TIGER 미국S&P500배당귀족,10615,2,30,0.28,10629.0,0.5796,9091,96,292
266360,2,KODEX 미디어&엔터테인먼트,13265,5,-115,-0.86,13257.0,-2.6201,6270,83,292
450910,1,SOL 코스닥150,15020,5,-70,-0.46,15067.0,17.9366,106,1,291
310960,1,TIGER 200TR,19425,5,-120,-0.61,19471.0,7.8047,282,5,291
287180,4,ARIRANG 미국나스닥테크,26340,2,170,0.65,26331.0,23.4142,4670,122,290
236350,4,TIGER 인도니프티50레버리지(합성),28155,2,120,0.43,28450.0,5.4145,1161,33,287
341850,7,TIGER 리츠부동산인프라채권TR KIS,4720,5,-15,-0.32,4735.0,0.3177,450,2,286
169950,4,KODEX 차이나A50,18960,2,105,0.56,18922.0,-3.997,307,5,284
375770,2,KODEX 탄소효율그린뉴딜,8865,5,-35,-0.39,8864.0,7.7481,20,0,284
446700,2,KBSTAR 배터리 리사이클링iSelect,16505,2,40,0.24,16509.0,11.4759,11593,191,281
130680,5,TIGER 원유선물Enhanced(H),4515,2,35,0.78,4513.0,7.8219,65998,297,280
456250,4,KODEX 유럽명품TOP10 STOXX,9315,5,-80,-0.85,9361.0,-5.7674,5709,53,279
396510,4,TIGER 차이나클린에너지SOLACTIVE,6960,2,40,0.58,6998.0,-13.7158,3358,23,276
218420,4,KODEX 미국S&P500에너지(합성),13135,2,25,0.19,13133.0,-0.6442,4916,64,274
276990,4,KODEX 글로벌로봇(합성),17460,5,-280,-1.58,17474.0,7.3849,5591,97,272
279530,2,KODEX 고배당,8715,2,15,0.17,8731.0,-1.8059,1560,13,270
385600,2,ACE 2차전지&친환경차액티브,14925,5,-215,-1.42,14932.0,33.9823,83062,1243,269
385520,2,KODEX K-미래차액티브,10535,5,-5,-0.05,10534.0,10.251,6873,72,269
404540,2,TIGER KRX기후변화솔루션,14125,5,-75,-0.53,14119.0,14.4699,912,12,268
326230,2,KBSTAR 내수주플러스,7690,5,-20,-0.26,7723.0,-2.5285,2410,18,268
376410,2,TIGER 탄소효율그린뉴딜,8800,5,-40,-0.45,8814.0,7.9892,311,2,264
276650,4,KBSTAR 글로벌4차산업IT(합성 H),22900,2,70,0.31,22974.0,18.4743,1839,42,263
385590,2,ACE ESG액티브,8120,5,-10,-0.12,8115.0,11.9834,45,0,260
114470,6,KOSEF 국고채3년,108095,5,-100,-0.09,108102.0,-0.1698,1,0,259
138520,2,TIGER 삼성그룹펀더멘털,11750,5,-5,-0.04,11779.0,8.1914,5400,63,259
332610,6,ARIRANG 미국단기우량회사채,107645,2,530,0.49,107483.0,-3.4914,76,8,258
395160,2,KODEX Fn시스템반도체,9540,5,-105,-1.09,9548.0,18.4889,29197,279,258
400590,4,SOL 글로벌탄소배출권선물IHS(합성),12875,5,-285,-2.17,12906.0,0.3048,1468,18,258
438320,4,TIGER 차이나항셍테크레버리지(합성 H),9060,5,-120,-1.31,9127.0,27.9442,14144,127,257
440340,7,TIGER 글로벌멀티에셋TIF액티브,9490,2,10,0.11,9503.0,-1.7413,2950,27,256
412570,2,TIGER KRX2차전지K-뉴딜레버리지,12790,5,-405,-3.07,12848.0,31.163,54341,699,256
269420,4,KODEX S&P글로벌인프라(합성),13930,5,-165,-1.17,14033.0,-4.6024,653,9,250
426150,6,WOORI 대한민국국고채액티브,50455,5,-160,-0.32,50477.0,-1.6325,82,4,246
354500,1,ACE 코스닥150,15325,5,-165,-1.07,15382.0,18.8795,948,14,245
435420,7,TIGER 미국나스닥100TR채권혼합Fn,11110,5,-20,-0.18,11115.0,3.9215,1260,14,244
399110,4,SOL 미국S&P500ESG,11635,2,5,0.04,11642.0,7.3175,7823,91,244
377990,2,TIGER Fn신재생에너지,10180,2,110,1.09,10194.0,-0.7882,14231,144,244
114460,6,ACE 국고채3년,101675,5,-150,-0.15,101675.0,-0.1931,28,2,244
448540,7,ACE 엔비디아채권혼합블룸버그,14310,5,-80,-0.56,14345.0,17.7577,5006,71,243
449180,4,KODEX 미국S&P500(H),11025,5,-60,-0.54,11043.0,10.706,6032,66,243
252420,3,KBSTAR 200선물인버스2X,2385,2,25,1.06,2388.0,-13.8687,35466,84,241
114100,6,KBSTAR 국고채3년,107510,5,-245,-0.23,107578.0,-0.128,6,0,237
160580,5,TIGER 구리실물,10040,2,140,1.41,10266.0,-3.7901,25687,258,236
448330,1,KODEX 삼성전자채권혼합Wise,10680,5,-25,-0.23,10693.0,2.5383,1820,19,235
280930,4,KODEX 미국러셀2000(H),12545,5,-105,-0.83,12583.0,13.6567,949,11,232
272570,6,KBSTAR 중장기국공채액티브,100910,5,-25,-0.02,100784.0,-0.7474,1,0,231
329660,7,KODEX TRF5050,12815,3,0,0.0,12822.0,1.2643,1148,14,231
139220,2,TIGER 200 건설,3555,2,25,0.71,3557.0,11.3564,31635,112,230
381560,2,HANARO Fn전기&수소차,10170,2,15,0.15,10176.0,9.606,16232,164,229
329670,7,KODEX TRF7030,14280,5,-55,-0.38,14263.0,3.0183,705,10,228
337140,2,KODEX 코스피대형주,12750,5,-65,-0.51,12764.0,7.2384,64,0,217
261120,7,TIGER 미국달러선물인버스2X,6985,5,-55,-0.78,6993.0,7.6452,9752,68,217
237370,7,KODEX 배당성장채권혼합,11855,5,-35,-0.29,11883.0,1.4072,25356,300,213
252400,3,KBSTAR 200선물레버리지,16415,5,-200,-1.2,16391.0,15.7839,701,11,213
304770,1,HANARO 코스닥150,15200,5,-145,-0.94,15320.0,18.1293,1017,15,213
397410,6,KBSTAR 국채선물5년추종인버스,55445,2,185,0.33,55454.0,2.3807,15,0,210
250730,4,KBSTAR 차이나HSCEI(H),8050,5,-60,-0.74,8106.0,3.115,188,1,209
448570,1,FOCUS AI코리아액티브,12305,5,-105,-0.85,12303.0,12.9208,35,0,209
409810,4,KODEX 미국나스닥100선물인버스(H),9710,2,40,0.41,9695.0,-15.7299,29027,282,209
219390,4,KBSTAR 미국S&P원유생산기업(합성 H),6500,2,5,0.08,6556.0,14.1476,49611,323,208
282000,3,KBSTAR 국고채3년선물인버스,107245,2,185,0.17,107246.0,1.6859,1,0,207
210780,2,TIGER 코스피고배당,13110,2,5,0.04,13141.0,-0.2209,917,11,205
261070,2,TIGER 코스닥150바이오테크,7510,5,-60,-0.79,7516.0,-0.7864,27746,208,204
445910,2,TIGER MKF배당귀족,11850,2,35,0.3,11865.0,9.7436,4788,56,201
300950,2,KODEX 게임산업,7075,5,-35,-0.49,7090.0,-13.8704,25977,181,198
446690,4,KODEX 아시아반도체공급망exChina액티브,12990,5,-240,-1.81,13084.0,27.8755,1821,23,195
277540,4,ACE 아시아TOP50S&P,12970,3,0,0.0,12948.0,3.5528,7,0,195
211900,2,KODEX 배당성장,13330,2,10,0.08,13332.0,4.3069,336,4,193
447620,7,SOL 미국TOP5채권혼합40 Solactive,11315,5,-20,-0.18,11263.0,7.5426,6779,76,192
237350,1,KODEX 코스피100,27115,5,-185,-0.68,27108.0,8.6134,431,11,190
364990,2,TIGER KRX게임K-뉴딜,5290,5,-25,-0.47,5271.0,-14.3433,22832,119,188
453330,4,KBSTAR 미국S&P500(H),11585,5,-80,-0.69,11624.0,11.1269,1957,22,185
137610,5,TIGER 농산물선물Enhanced(H),7395,5,-10,-0.14,7413.0,1.5078,2446,18,185
396520,4,TIGER 차이나반도체FACTSET,6070,2,15,0.25,6158.0,-12.3734,3242,19,182
434060,7,KODEX TDF2050액티브,11360,5,-45,-0.39,11370.0,3.1193,5426,61,182
407820,2,에셋플러스 코리아플랫폼액티브,7435,5,-25,-0.34,7434.0,4.2627,69,0,178
438560,6,SOL 국고채3년,102850,5,-110,-0.11,102834.0,-0.1358,42,4,178
265690,4,ACE 러시아MSCI(합성),9590,3,0,0.0,44.0,0.0,0,0,177
217770,5,TIGER 원유선물인버스(H),3005,5,-30,-0.99,3001.0,-10.7353,66664,200,174
442260,1,마이티 다이나믹퀀트액티브,11925,5,-115,-0.96,11947.0,6.9271,5,0,172
292730,1,FOCUS KRX300,16830,5,-155,-0.91,16878.0,9.5099,3,0,168
122090,1,ARIRANG 코스피50,24220,5,-175,-0.72,24254.0,8.0859,133,3,167
289260,2,TIGER MSCI KOREA ESG리더스,9225,5,-75,-0.81,9235.0,7.7636,12,0,163
411720,4,KBSTAR 글로벌메타버스Moorgate,9555,2,30,0.31,9761.0,12.7886,4115,39,162
316670,1,KOSEF 코스닥150,7625,5,-70,-0.91,7639.0,19.4875,10190,77,160
105780,2,KBSTAR 5대그룹주,6610,5,-60,-0.9,6606.0,4.3818,142,0,159
352560,7,KODEX 다우존스미국리츠(H),11745,5,-60,-0.51,11763.0,4.3213,659,7,159
252410,3,KBSTAR 200선물인버스,5630,2,40,0.72,5630.0,-6.9884,731,4,158
139240,2,TIGER 200 철강소재,9900,5,-35,-0.35,9906.0,11.931,1161,11,156
385710,2,TIMEFOLIO 이노베이션액티브,9745,5,-215,-2.16,9795.0,18.9253,1660,16,156
271060,5,KODEX 3대농산물선물(H),11755,3,0,0.0,11732.0,3.2952,13326,156,155
196030,4,ACE 일본TOPIX레버리지(H),30830,5,-205,-0.66,30887.0,28.2968,19719,600,154
448630,7,KBSTAR 삼성그룹Top3채권혼합블룸버그,10170,5,-40,-0.39,10166.0,1.8453,1110,11,153
337150,2,KODEX 200exTOP,11680,5,-105,-0.89,11695.0,7.7239,2,0,152
102960,2,KODEX 기계장비,8380,2,75,0.9,8371.0,24.3263,7744,64,151
289480,3,TIGER 200커버드콜ATM,8765,5,-10,-0.11,8778.0,4.5265,3128,27,149
365040,1,TIGER AI코리아그로스액티브,12355,5,-25,-0.2,12339.0,5.5413,1956,24,148
182490,6,TIGER 단기선진하이일드(합성 H),12300,5,-120,-0.97,12377.0,1.7615,565,6,148
140710,2,KODEX 운송,4460,5,-45,-1.0,4464.0,-0.9891,1427,6,147
306950,3,KODEX KRX300레버리지,14540,5,-285,-1.92,14699.0,17.8926,1292,18,145
285690,2,FOCUS ESG리더스,10375,2,10,0.1,10411.0,5.6574,610,6,145
211560,2,TIGER 배당성장,16610,2,30,0.18,16624.0,4.3423,21,0,145
183700,7,KBSTAR 채권혼합,59660,5,-255,-0.43,59711.0,2.1638,87,5,143
167860,6,KOSEF 국고채10년레버리지,102225,5,-1170,-1.13,102271.0,-4.9198,105,10,143
411050,4,ACE 글로벌메타버스테크액티브,8900,5,-40,-0.45,9113.0,20.8108,12924,115,142
117460,2,KODEX 에너지화학,20270,5,-140,-0.69,20265.0,12.7312,6129,124,142
104530,2,KOSEF 고배당,8330,3,0,0.0,8333.0,-1.4202,1715,14,142
241390,7,KBSTAR V&S셀렉트밸류채권혼합,11790,5,-20,-0.17,11783.0,2.1537,1016,11,141
140700,2,KODEX 보험,7440,2,90,1.22,7434.0,-4.916,3006,22,141
217780,4,TIGER 차이나CSI300인버스(합성),8545,2,65,0.77,8528.0,7.9567,768,6,141
181480,7,ACE 미국다우존스리츠(합성 H),78195,2,45,0.06,78207.0,4.0543,15,1,141
453950,4,TIGER TSMC밸류체인FACTSET,11010,2,15,0.14,11023.0,17.3425,10126,111,138
195970,4,ARIRANG 선진국MSCI(합성 H),11245,5,-165,-1.45,11291.0,3.633,5553,62,137
300610,2,TIGER K게임,8050,2,30,0.37,8074.0,-13.7635,10820,85,137
395280,2,HANARO Fn K-게임,4315,5,-60,-1.37,4351.0,-12.8487,1920,8,136
276000,4,TIGER 글로벌자원생산기업(합성 H),15680,5,-45,-0.29,15546.0,1.747,436,6,133
245350,4,TIGER 유로스탁스배당30,11030,5,-15,-0.14,11034.0,-0.7816,562,6,132
225800,7,KOSEF 미국달러선물레버리지,11600,2,80,0.69,11624.0,-7.0593,1194,13,132
253290,7,KBSTAR 헬스케어채권혼합,11015,5,-15,-0.14,11029.0,0.1816,1458,16,132
445690,2,BNK 주주가치액티브,11980,5,-55,-0.46,11960.0,3.7052,1169,13,132
291130,4,ACE 멕시코MSCI(합성),14640,5,-135,-0.91,14557.0,3.4301,649,9,132
441800,1,TIMEFOLIO Korea플러스배당액티브,11255,5,-105,-0.92,11247.0,14.2052,3054,34,131
453080,4,KOSEF 미국나스닥100(H),13050,5,-75,-0.57,13092.0,18.6172,1014,13,131
213630,4,ARIRANG 미국다우존스고배당주(합성 H),15335,2,20,0.13,15314.0,0.229,132,2,130
421320,2,ARIRANG 우주항공&UAM iSelect,10840,3,0,0.0,10861.0,4.5323,5976,64,130
463250,2,TIGER 스페이스테크iSelect,10820,2,20,0.19,10832.0,,283951,3075,130
449770,4,KOSEF 미국S&P500,11740,5,-10,-0.09,11763.0,6.9932,63,0,129
423170,4,SOL 한국형글로벌반도체액티브,12810,5,-5,-0.04,12852.0,25.2076,15386,197,128
419420,4,KODEX 미국클린에너지나스닥,9145,5,-180,-1.93,9179.0,16.6937,10045,91,128
223190,2,KODEX 200가치저변동,9840,5,-70,-0.71,9857.0,4.1513,2379,23,128
401590,4,HANARO 글로벌탄소배출권선물ICE(합성),11005,5,-350,-3.08,11035.0,-6.0795,10054,110,127
289040,2,KODEX MSCI KOREA ESG유니버설,10465,5,-60,-0.57,10485.0,8.5611,3,0,126
138530,2,TIGER LG그룹+펀더멘털,8690,2,85,0.99,8709.0,-7.2738,3827,33,125
310080,4,KBSTAR 중국MSCI China(H),8605,5,-105,-1.21,8616.0,5.768,600,5,125
453060,6,HANARO KOFR금리액티브(합성),101415,2,15,0.01,101406.0,0.9306,626,63,122
447660,7,ARIRANG Apple채권혼합Fn,10990,5,-20,-0.18,10992.0,3.1865,3604,39,121
390400,4,KODEX 미국스마트모빌리티S&P,7110,2,5,0.07,7175.0,29.6059,11058,78,121
422260,2,VITA MZ소비액티브,8055,5,-40,-0.49,8116.0,1.8238,16,0,121
368680,2,KODEX Fn K-뉴딜디지털플러스,9985,5,-160,-1.58,9988.0,8.4446,1170,11,120
458750,4,TIGER 미국배당+3%프리미엄다우존스,10310,5,-10,-0.1,10326.0,,8927,92,119
185680,4,KODEX 미국S&P바이오(합성),23230,5,-95,-0.41,23281.0,2.2802,1853,42,118
435040,4,ACE 글로벌브랜드TOP10블룸버그,12365,5,-65,-0.52,12425.0,7.1736,455,5,117
251600,7,ARIRANG 고배당주채권혼합,10675,5,-10,-0.09,10696.0,-0.373,1929,20,117
140950,1,파워 코스피100,26595,5,-220,-0.82,26658.0,7.2385,12,0,117
292160,1,TIGER KRX300,16715,5,-95,-0.57,16704.0,9.5685,5,0,117
442090,2,에셋플러스 코리아대장장이액티브,12995,5,-110,-0.84,12986.0,23.632,1708,22,117
252000,1,TIGER 200동일가중,11060,2,30,0.27,11091.0,2.6046,11,0,116
441330,4,KOSEF 차이나A50커넥트MSCI,8860,2,70,0.8,8847.0,-6.4894,18006,159,115
399580,4,KBSTAR 글로벌클린에너지S&P,8850,5,-45,-0.51,8794.0,-6.4177,2402,21,115
266410,2,KODEX 필수소비재,6385,2,90,1.43,6393.0,-11.4005,8177,52,115
459560,4,KODEX 테슬라밸류체인FactSet,10910,5,-75,-0.68,11055.0,,1358,14,115
461580,1,TIGER 코스닥글로벌,11380,5,-45,-0.39,11415.0,,61,0,114
433220,4,에셋플러스 글로벌대장장이액티브,12045,5,-45,-0.37,12110.0,14.8693,25,0,113
280320,4,ACE 미국IT인터넷S&P(합성 H),14080,5,-15,-0.11,14067.0,20.9871,190,2,113
239660,6,ARIRANG 우량회사채50 1년,112250,5,-10,-0.01,112250.0,0.5193,554,62,112
453630,4,KODEX 미국S&P500필수소비재,10200,2,35,0.34,10362.0,-6.4944,160,1,112
229720,1,KODEX KTOP30,18670,5,-125,-0.67,18668.0,8.391,28,0,112
429760,4,ARIRANG 미국S&P500,11120,5,-25,-0.22,11146.0,7.215,444,4,111
138910,5,KODEX 구리선물(H),6945,5,-150,-2.11,6959.0,1.6475,11906,82,111
292050,1,KBSTAR KRX300,17080,5,-60,-0.35,17055.0,9.2067,154,2,111
453650,4,KODEX 미국S&P500금융,11100,5,-55,-0.49,11306.0,3.6517,1385,15,111
230480,7,KOSEF 미국달러선물인버스2X,6160,5,-50,-0.81,6160.0,7.7189,4187,25,111
168300,1,KTOP 코스피50,24635,5,-210,-0.85,24675.0,8.9454,44,1,111
091220,2,TIGER 은행,6485,5,-30,-0.46,6491.0,6.961,4965,32,108
449680,7,TIGER 한중전기차(합성),11275,2,70,0.62,11348.0,0.1788,2,0,107
448100,6,WOORI 200,35320,5,-250,-0.7,35416.0,8.0006,69,2,106
430500,7,KOSEF 물가채KIS,105940,5,-210,-0.2,105842.0,0.5493,24,2,106
375760,2,HANARO 탄소효율그린뉴딜,8755,5,-25,-0.28,8766.0,7.3874,1336,11,105
373790,4,KOSEF 미국방어배당성장나스닥,13080,2,5,0.04,13081.0,-4.5621,564,7,105
453640,4,KODEX 미국S&P500헬스케어,10435,2,20,0.19,10512.0,-2.8361,68,0,104
104520,2,KOSEF 블루칩,7915,5,-20,-0.25,7915.0,-0.4392,13,0,103
403790,1,마이다스 KoreaStock액티브,19585,5,-100,-0.51,19667.0,5.748,14,0,103
449540,6,SOL 24-06 국고채액티브,102425,5,-20,-0.02,102487.0,0.683,30,3,102
451670,6,KBSTAR 국채30년레버리지KAP(합성),17795,5,-155,-0.86,17795.0,-9.4121,1849,32,102
433500,2,ACE 원자력테마딥서치,12700,2,350,2.83,12729.0,11.6636,52921,668,102
156080,1,KODEX MSCI Korea,16920,5,-40,-0.24,16899.0,8.3359,12,0,102
395760,2,ARIRANG ESG성장주액티브,8455,5,-35,-0.41,8482.0,8.4984,130,1,101
354240,7,KBSTAR 미국고정배당우선증권ICE TR,9595,5,-5,-0.05,9580.0,-4.762,782,7,101
418670,4,TIGER 글로벌사이버보안INDXX,10070,2,155,1.56,10144.0,11.4044,3521,35,101
152500,3,ACE 레버리지,7185,5,-85,-1.17,7196.0,15.3053,27855,199,101
292500,1,SOL KRX300,16705,5,-105,-0.62,16757.0,9.1062,3,0,100
449690,4,TIGER 한중반도체(합성),11765,3,0,0.0,11848.0,3.2017,0,0,100
463680,4,KODEX 미국S&P500테크놀로지,10000,2,40,0.4,10121.0,,1758,17,100
463690,4,KODEX 미국S&P500통신서비스,9985,2,25,0.25,10064.0,,20,0,100
453660,4,KODEX 미국S&P500경기소비재,11735,5,-220,-1.84,12019.0,12.4541,173,2,100
292750,1,ARIRANG KRX300,16585,5,-45,-0.27,16584.0,8.6218,123,2,100
100910,1,KOSEF KRX100,5525,5,-30,-0.54,5523.0,7.7594,23,0,99
225030,4,TIGER 미국S&P500선물인버스(H),3550,2,15,0.42,3547.0,-9.2427,5823,20,99
426030,4,TIMEFOLIO 미국나스닥100액티브,13415,2,15,0.11,13436.0,23.2183,929,12,99
225130,4,ACE 골드선물 레버리지(합성 H),16525,5,-85,-0.51,16513.0,-6.2906,949,15,99
457700,6,KODEX 53-09 국고채액티브,9885,5,-65,-0.65,9831.0,,3580,35,99
457690,6,KODEX 33-06 국고채액티브,9865,5,-55,-0.55,9856.0,,67,0,99
